School Number,School Code,Name,District,ENG,NEP,MATH,SCI,SOC,HPE,TAP,SAP,DIST,FIRST,SECOND,THIRD,PASS,FAIL,PASS PERCENT,SEM
4623,63013,TRIBHUVAN MA VI JHARJWALA,JUMLA,14.6,35.1,26.9,39.8,37.4,33.9,51,50,0,1,5,0,6,44,12,-15.7
4624,63014,KARNALI MA VI ANAMNAGAR,JUMLA,26.1,54.4,43.9,55.3,50.4,41.2,29,29,0,9,9,0,18,11,62.1,21.33
4625,63015,KAILASH MA VI PHUNGRA,JUMLA,25.3,39.7,42,23.1,34.3,38.7,33,33,0,2,15,2,19,14,57.6,14.59
4626,64000,PRIVATE JAJARKOT,JAJARKOT,13.8,38.5,19.7,18.4,35.6,35.8,56,55,0,0,1,1,2,53,3.6,-21.7
4627,64001,TRIBHUWAN MA VI KHALANGA,JAJARKOT,19.6,44.6,16.2,27.3,35.4,39.6,116,116,0,4,8,0,12,104,10.3,-15.38
4628,64002,JANATA MA VI PAINK,JAJARKOT,22.8,43.7,37.3,28.2,43.8,36.3,81,81,0,4,31,1,36,45,44.4,7.02
4629,64003,JANA PRIYA MA VI DASHERA,JAJARKOT,21.2,48.8,14.6,21.4,29.4,34.4,171,169,0,0,14,1,15,154,8.9,-15.86
4630,64004,BIRENDRA MA VI JUNGA THAPACHAUR,JAJARKOT,20.9,47.6,16.9,24.3,29.8,38.9,61,61,0,0,7,0,7,54,11.5,-16.09
4631,64005,TRIBHUVAN MA VI DALLI,JAJARKOT,25.5,46.3,26.5,30.4,43,50.5,39,39,0,3,17,0,20,19,51.3,11.32
4632,64006,BIRENDRA AISHWARYA MA VI LIMSA,JAJARKOT,14.7,43.5,19.8,24.4,37,39.1,100,100,0,0,5,1,6,94,6,-19.16
4633,64007,BIRENDRA HIMALAYA MA VI TALLU,JAJARKOT,23.5,45.6,24.3,31.2,36.2,48.7,40,40,0,0,12,1,13,27,32.5,-2.57
4634,64008,BHANU BHAKTA MA VI LANHA,JAJARKOT,24.9,49,27.8,27.6,35.8,47.8,40,40,0,2,11,0,13,27,32.5,-1.68
4635,64009,SHIVAPURI MA VI GARKHAKOT,JAJARKOT,15.7,33.7,16,23.4,33.5,29,90,90,0,0,5,0,5,85,5.6,-19.54
4636,64010,NARAYANI MA VI KARKIGAUN,JAJARKOT,16.3,37.4,12.4,19.6,25.4,37.4,50,50,0,0,2,0,2,48,4,-21.35
4637,64011,ADARSHA MA VI LUHADAH MAJKOT,JAJARKOT,16.4,39.8,20.4,27.3,39,34.5,49,49,0,0,3,1,4,45,8.2,-18.78
4638,64012,LAXMI PRAPTI MA VI KHURPA,JAJARKOT,25.2,43.3,31.9,26.1,42.4,36.5,65,65,0,0,25,6,31,34,47.7,7.43
4639,64013,MANNE DHUNGA MA VI TALEGAUN,JAJARKOT,15.6,39.1,18.8,26.7,38.7,31.8,79,77,0,0,9,1,10,67,13,-14.91
4640,64014,SARASWATI MA VI PUNMA,JAJARKOT,17.5,40,23,17.7,27.2,32.2,22,22,0,0,1,1,2,20,9.1,-18.94
4641,64015,BAL MA VI JHAPRA,JAJARKOT,19.4,40.4,17.9,22.2,26.8,37.3,53,53,0,0,4,3,7,46,13.2,-15.69
4642,64016,VIJAYA MA VI CHHIPRENA KAFALCHAUR,JAJARKOT,19.2,41.8,25.5,19.8,30,40.5,51,50,0,0,8,2,10,40,20,-10.98
4643,64017,SHANKAR BHAWAN MA VI BAHUNTHAN KHALANGA,JAJARKOT,16.4,43,24,19.3,41.1,38.7,46,46,0,0,4,1,5,41,10.9,-17.02
4644,64018,SARASWATI MA VI RAKHMAKOT SIMA,JAJARKOT,23.9,49.5,22.3,25.5,32.9,33.6,152,149,0,0,29,9,38,106,25.5,-4.77
4645,64019,SHIV SHANKER MA VI JAGATIPUR,JAJARKOT,18.6,41.2,29,20.2,29.3,39.6,67,67,0,0,15,5,20,47,29.9,-4.38
4646,64020,INDRA JYOTI MA VI SALMA,JAJARKOT,20.6,46.1,14.3,19.7,29.2,36,47,47,0,0,5,0,5,42,10.6,-16.93
4647,65000,PRIVATE DAILEKH,DAILEKH,10,34.2,4,18.6,30.2,36.2,5,5,0,0,0,0,0,5,0,-24.9
4648,65001,TRIBHUVAN MA VI DAILEKHBAZAR,DAILEKH,19.8,47.8,32.3,35.8,41.3,46.9,184,183,1,19,34,1,55,128,30.1,0.17
4649,65002,VIJAYA MA VI DULLU,DAILEKH,21.6,46.9,26.1,24.3,39.8,46.4,173,172,0,8,41,2,51,120,29.7,-1.11
4650,65003,BHAIRAB MA VI NOUMULE,DAILEKH,19.4,47.2,25.7,25.5,32.4,40.3,75,75,0,1,10,3,14,60,18.7,-10.91
4651,65004,KALIKA MA VI TILEPATA,DAILEKH,23.9,47.2,31.8,31.2,44,38.1,51,51,0,2,20,2,24,27,47.1,7.8
4652,65005,SITA JANASAHAYOG MA VI AWALPARAJUL,DAILEKH,24.8,54.9,31.5,32,31.5,47.1,53,53,0,6,17,1,24,29,45.3,7.78
4653,65006,CHAMUNDA MA VI HADAKOT,DAILEKH,34.7,49.3,35.7,29.7,43.2,50,80,80,0,14,40,0,54,26,67.5,24.27
4654,65007,HIMALAYA MA VI DADIMADI,DAILEKH,17.7,54.5,36.7,34.1,27.6,46.4,55,55,0,8,8,0,16,39,29.1,-2.5
4655,65008,JANA KALYAN MA VI SHERMAKOT,DAILEKH,30.3,48.5,27.6,27.7,45.3,50.3,39,39,0,1,18,0,19,20,48.7,8.95
4656,65009,JWALA MA VI BESTADA,DAILEKH,34.8,56,57.3,46.7,47.8,46.3,76,76,0,19,55,1,75,1,98.7,46.04
4657,65010,JAYA JANATA MA VI JOREBANJHA,DAILEKH,28.8,49.8,33.5,29.2,40.7,40.7,63,63,0,3,33,2,38,25,60.3,17.16
4658,65011,ARANIKO MA VI MALU CHAURATHA,DAILEKH,19.9,54.8,37,33.6,37.6,50.4,25,25,0,3,6,0,9,16,36,1.28
4659,65012,DEVI MA VI BINAYAK,DAILEKH,24.7,55.1,46,34.4,46.2,46.6,87,87,0,18,39,0,57,30,65.5,23.47
4660,65013,TRIVENI SANGAM MA VI CHUPRA,DAILEKH,22.4,50.1,24,29.5,26.8,40.5,41,39,0,0,8,2,10,28,25.6,-6.86
4661,65014,SARASWOTI MA VI KHADAKWADA,DAILEKH,23.8,45.6,42.5,28.5,39.4,44,45,45,0,1,24,1,26,19,57.8,14.89
4662,65015,ADARSHA MA VI GUMNEKHALI,DAILEKH,22.8,55.6,26.2,32.1,30.1,45.6,61,61,0,3,22,0,25,36,41,4.44
4663,65016,JAYDEV MA VI JAMBUKANDH,DAILEKH,33.6,48.4,38.4,30.2,41.6,53.6,52,52,0,8,34,0,42,9,80.8,32.91
4664,65017,PANCHA DEWAL MA VI RAWATKOT,DAILEKH,30.1,64.8,38.3,40.5,42.2,55.8,21,21,0,8,7,0,15,6,71.4,28.38
4665,65018,JAYANTI MA VI KHARIGAIRA,DAILEKH,20.7,39.3,22,23.7,37.9,39,38,38,0,0,4,5,9,29,23.7,-9.72
4666,65019,RAINA DEVI MA VI TATAMAKHU,DAILEKH,34.7,61.6,48.1,49.4,50.7,55.7,7,7,0,3,4,0,7,0,100,47.99
4667,65020,PANCHA KOSI JWALA MA VI GAMAUDI,DAILEKH,23.9,44.5,27.8,26.2,40.5,39.6,25,25,0,0,10,1,11,14,44,4.74
4668,65021,BHAGAWATI MA VI KANSHIKANDH,DAILEKH,22.4,36,21.8,24.2,32.9,33.8,32,30,0,0,5,2,7,23,23.3,-9.4
4669,65022,BHAWANI MA VI BANHAKOT,DAILEKH,38.3,49.7,44.4,36.3,50.9,51.3,14,14,0,4,10,0,14,0,100,46.34
4670,65023,SHREE KRISHNA MA VI LAKANDRA,DAILEKH,27.8,49.3,34.7,31.9,43.8,40,38,38,0,1,26,3,30,8,78.9,28.49
4671,65024,PARVATI MA VI GOGANPANI,DAILEKH,15.6,45.2,21.3,22.1,22.4,39.5,40,40,0,0,2,0,2,38,5,-20.86
4672,65025,MAHENDRA MA VI SOTA,DAILEKH,14.1,41,16.4,20.4,27.6,35.5,35,35,0,0,0,0,0,35,0,-24.33
4673,65026,JAGADISH MA VI AIRADI,DAILEKH,24.6,47.4,35.4,30.7,43.9,41.5,15,15,0,0,9,2,11,4,73.3,23.34
4674,65027,BHAIRAB MA VI KHORA,DAILEKH,30.5,60.2,41.8,32.6,49.1,50,13,13,0,2,9,0,11,2,84.6,34.29
4675,65028,MALIKA MA VI BANSI,DAILEKH,29.7,45.2,37.6,29.6,41.6,41.5,28,28,0,1,18,1,20,8,71.4,23.81
4676,65029,BASHANT MA VI KIMUGAUN,DAILEKH,17,48.7,26,24.7,38,42.2,41,41,0,5,3,0,8,33,19.5,-9.52
4677,65030,LAXMI MA VI RATIKHOLA,DAILEKH,23.2,64.6,33.9,31.7,30.6,47.2,14,14,0,0,3,0,3,11,21.4,-10.27
4678,65031,SARASWATI MA VI SINGAUDI,DAILEKH,19.5,44.9,34.5,32.2,39.5,35.5,13,13,0,0,4,2,6,7,46.2,4.73
4679,65032,DHULESHWOR SANSKRIT MA VI CHAGATRA,DAILEKH,30.9,57.7,46.7,35.5,35.8,47.7,11,11,0,2,7,0,9,2,81.8,32.71
4680,65033,JANA JYOTI MA VI RAKAM KARNALI,DAILEKH,23.9,49.6,28.5,32.1,45.2,40.4,54,53,0,2,25,1,28,25,52.8,11.94
4681,65035,SHANTI MA VI LALIKANDA,DAILEKH,35.2,49.6,31.7,32.6,39.3,41.8,24,24,0,3,12,1,16,8,66.7,21.57
4682,65036,PHOOLBARI VIDHYAMANDIR DAILEKH BAZAR,DAILEKH,32.8,55.4,45.4,34.8,45.6,51.2,5,5,0,2,3,0,5,0,100,47.6
4683,65038,SARASWATI MA VI TARTANG,DAILEKH,15.3,44,21.4,20.1,33.7,35.5,33,33,0,0,2,1,3,30,9.1,-18.56
4684,65039,LAXMI MA VI SATTALA,DAILEKH,27,55.8,46.6,45,50.4,45.9,22,22,0,7,9,0,16,6,72.7,28.49
4685,65040,PIPAL CHAUTARA MA VI DANDAPARAJUL,DAILEKH,14.5,55.7,22.2,24,34.6,47,46,46,0,1,3,0,4,42,8.7,-17.98
4686,65041,MALIK PRA MA VI MAKUTAK DAILEKHA,DAILEKH,25.4,44.2,25.5,27,37.3,38.3,22,22,0,0,7,1,8,14,36.4,-0.53
4687,66000,PRIVATE SURKHET,SURKHET,20.2,48.1,22.5,26.4,38.6,39.7,19,19,0,0,1,3,4,15,21.1,-12.14
4688,66001,ANAND MA VI GUMI,SURKHET,19.6,51,18.2,25,38,40.6,80,79,0,0,12,0,12,66,15.2,-12.93
4689,66002,JANA MA VI BIRENDRANAGAR,SURKHET,25.6,56.8,37.4,36,46,52.3,145,144,1,27,50,2,80,64,55.6,17.64
4690,66003,JANATA MA VI VIDYAPUR,SURKHET,28.6,47.8,39.6,27,31.2,37,72,72,0,5,34,4,43,29,59.7,16.95
4691,66004,BHANU MA VI BAJEDICHAUR,SURKHET,21,40.9,29.9,34,40,46.7,56,55,0,3,20,0,23,32,41.8,4.96
4692,66005,JIVANJYOTI MA VI DASHARATHPUR,SURKHET,29.1,52.8,33.3,31.1,43.4,42.2,87,87,0,11,33,3,47,40,54,14.33
4693,66006,AMAR JYOTI MA VI NEWARE BIRENDRANAGAR,SURKHET,27.9,60.5,52.7,36.7,46.9,47.4,112,112,3,26,52,2,83,29,74.1,30.64
4694,66007,SURYAJYOTI MA VI MEHELKUNA,SURKHET,18.8,45.9,22,30.2,40.4,36.4,77,77,0,7,6,1,14,63,18.2,-10.27
4695,66008,JANASEWA MA VI SAHARE,SURKHET,32.3,51.9,34.6,34,44.4,46.2,53,51,0,9,22,2,33,17,64.7,21.92
4696,66009,JANAKALYAN MA VI KAPRICHAUR,SURKHET,20.1,41.3,30.1,33.3,40.7,45.1,29,29,0,1,11,0,12,17,41.4,3.91
4697,66010,SARASWATI MA VI SIRUPATA,SURKHET,21,38.7,8.4,16,37.6,35.9,46,46,0,0,1,1,2,44,4.3,-21.43
4698,66011,ADARSHA MA VI GARPAN MEHELI,SURKHET,19.7,35.8,7.8,16.1,32.9,39.9,59,59,0,0,4,0,4,55,6.8,-19.3
4699,66012,HIMALAYA MA VI CHOLPA,SURKHET,28,48.6,46.8,44.4,47.1,51.8,36,36,0,11,15,1,27,9,75,29.83
4700,66013,KRISHNA SANSKRIT TATHA SADHARAN MA VI ITRAM,SURKHET,23.1,54.7,33.2,31.2,42.5,46.5,68,68,1,8,17,3,29,39,42.6,6.5
4701,66014,SHIVA MA VI LATIKOILI,SURKHET,23.1,43.6,23.6,28.9,36.3,40.8,65,65,0,2,10,3,15,50,23.1,-8.3
4702,66015,JAGANNATH MA VI BIJAURA,SURKHET,26.3,49,37.1,27.3,32.9,36.6,27,27,0,1,14,1,16,11,59.3,15.58
4703,66016,SHARADA MA VI CHHINCHU,SURKHET,19.9,48.2,33.1,36,41.1,38.1,135,135,0,6,41,0,47,88,34.8,1.62
4704,66017,SURYA PRAKASH MA VI PALAINTE,SURKHET,32.1,41.2,22.4,25.8,40.1,42.6,61,61,0,1,15,2,18,43,29.5,-4.07
4705,66018,BHAIRAB MA VI AWALCHING,SURKHET,23.8,53.2,26.8,22.7,37.4,34.9,18,18,0,0,5,0,5,13,27.8,-5.91
4706,66019,BHAIRAB MA VI BHAIRABSTHAN,SURKHET,26.6,49.4,38,20.8,50.6,47.4,25,25,0,1,8,2,11,14,44,4.81
4707,66020,KHAND DEVI MA VI CHAURASE,SURKHET,24.6,44.1,17.1,24.4,43.5,42.4,58,58,0,3,7,0,10,48,17.2,-11.61
4708,66021,TRIPURESHWAR MA VI DHODEKHALI,SURKHET,26.6,52.8,45.8,32,51.6,47.9,52,52,0,10,19,1,30,22,57.7,17.13
4709,66022,SARASWATI MA VI KALYAN,SURKHET,22.4,44.3,23.1,25.4,36.7,37.6,51,51,0,1,3,6,10,41,19.6,-11.82
4710,66023,JANA JAGRIT MA VI TOSHRA,SURKHET,16.4,37.3,27,13.3,24,25.8,12,11,0,0,2,0,2,9,18.2,-12.52
4711,66024,JIVAN JYOTI MA VI KAFALKOT,SURKHET,21.1,40.5,30.3,32.2,34.1,43.9,42,42,0,0,13,2,15,27,35.7,-0.61
4712,66026,BHERI MA VI GHUMKHAHARE,SURKHET,18.4,42.4,21.6,26.9,35.7,36.4,59,59,0,0,10,0,10,49,16.9,-12.44
4713,66027,JIVAN JYOTI MA VI GUTU,SURKHET,17.7,38.8,24.1,17.5,29.7,35.3,59,59,0,0,4,3,7,52,11.9,-16.42
4714,66028,ADARSHA MA VI MAHENDRAGUNJ LEKHAPHARSA,SURKHET,18.4,43.4,17.8,27.8,36.3,39,70,70,0,3,6,0,9,61,12.9,-14.45
4715,66029,MALIKA MA VI MATELA,SURKHET,25.7,53,36,29,38,44,21,21,0,1,8,0,9,12,42.9,4.92
4716,66030,VIDHYA JYOTI MA VI BABIYACHAUR,SURKHET,27.2,46.9,32.7,28.9,40.3,43.5,47,47,0,5,15,3,23,24,48.9,9.56
4717,66031,EAGER BRIDGE SECONDARY BOARDING SCHOOL BIRENDRANAGA,SURKHET,53.7,57.4,66.1,37.1,47.4,46,7,7,0,3,4,0,7,0,100,47.99
4718,66032,JAN JYOTI MA VI BADDICHAUR,SURKHET,26.1,36.3,16.1,25.9,31.1,35.4,70,70,0,3,10,1,14,55,20,-9.43
4719,66033,S.O.S. HERMANN GMEINER MA VI KALAGAUN,SURKHET,54,51.5,57.7,41.4,53.4,44.6,41,41,2,19,13,0,34,7,82.9,38.97
4720,66034,BAGESWARI MA VI RAKAM,SURKHET,24.4,45.2,36.8,37.1,39.8,47.8,91,91,0,5,43,3,51,40,56,14.89
4721,66035,SURKHET ELITE ENGLISH MEDIUM SCHOOL BIRENDRANAGAR,SURKHET,47.7,53.7,52.4,28.9,48.8,40.9,19,19,0,7,8,0,15,4,78.9,33.26
4722,66036,JANA SEWA MA VI GHUSRA,SURKHET,25.7,55.2,33.3,35.9,46.9,41.2,52,52,0,4,20,0,24,28,46.2,8.1
4723,66037,JANA JYOTI MA VI JHINGNI MAINTADA,SURKHET,21.4,46.8,26.4,31.9,43.3,39.6,40,39,0,2,9,2,13,26,33.3,-1.67
4724,66038,USHA BAL VATIKA BOARDING SCHOOL BIRENDRANAGAR,SURKHET,49.8,52.4,53.3,34.3,49.6,41,81,81,1,31,34,1,67,14,82.7,37.38
4725,66039,JANA GYAN BHANDAR MA VI KOTKHOLA MALARANI,SURKHET,19.3,48.1,30.6,29.5,39.8,38,76,76,0,3,15,1,19,57,25,-6.33
4726,66040,BHERI MA VI TARANGA,SURKHET,25.9,47.7,23.9,23.5,48.4,44.1,19,19,0,2,5,1,8,11,42.1,4.53
4727,66041,NEPAL RASTRIYA MA VI LAGAM,SURKHET,23.9,39.7,25.2,18.9,28.1,34.2,19,19,0,0,5,1,6,13,31.6,-3.89
4728,66042,SARASWATI MA VI GHATGAON,SURKHET,23,45.7,25.2,20,27.5,34.6,26,26,0,0,6,0,6,20,23.1,-8.93
4729,66043,INDRENI MA VI GOGANE,SURKHET,19.5,42.8,20.2,18.2,25.7,30.9,18,18,0,0,1,1,2,16,11.1,-17.76
4730,66044,VIJAYASHWARI MA VI HARIHARPUR,SURKHET,19.8,39.6,17.7,18.3,36.6,42.3,22,22,0,0,2,0,2,20,9.1,-18.45
4731,66045,SHIKHAR MA VI RAMGHAT,SURKHET,34.1,54.4,38.5,36.8,45.5,42.4,69,69,0,5,45,1,51,17,73.9,27.31
4732,66046,JANATA MA VI PUNG RANIBAS,SURKHET,22.8,43.4,26.3,20.5,29.9,37.1,28,28,0,1,6,0,7,21,25,-7.15
4733,66047,SARASWATI MA VI PAMKA,SURKHET,17.3,43.1,16.3,15.9,28.2,31.9,18,18,0,0,2,0,2,16,11.1,-17.16
4734,66048,NEPAL RASTRIYA MA VI BADAKHOLI MEHELKUNA,SURKHET,21.9,46.6,20.6,30.2,38.2,39.2,71,71,0,1,9,0,10,61,14.1,-13.97
4735,66049,SIDDHA MA VI MEHELPANI,SURKHET,22.1,42.6,19.5,19.7,40.8,41.4,13,13,0,0,2,0,2,11,15.4,-14.37
4736,66050,NEPAL RASTRIYA MA VI KARAIKHOLA,SURKHET,23.7,49,28,33,43.8,39.2,62,62,0,3,18,4,25,37,40.3,3.3
4737,66052,NEPAL RASTRIYA MA VI BETAN,SURKHET,21.3,39.8,22.7,20.4,25.7,32.9,13,13,0,0,4,0,4,9,30.8,-3.98
4738,66053,NEPAL RASTRIYA MA VI NETA,SURKHET,16.3,40.5,8.8,24.5,34.1,31,38,38,0,0,1,0,1,37,2.6,-22.5
4739,66055,NEPAL RASTRIYA MA VI GAGRETAL JARBUTTA,SURKHET,20.1,49.9,33.1,32.3,42.8,39,54,54,0,7,7,0,14,40,25.9,-4.85
4740,66056,ADARSHRAJ MEMORIAL ENGLISH SCHOOL LATIKOILI,SURKHET,46.7,58.1,52,40.1,48.2,48.6,16,16,0,7,9,0,16,0,100,48.27
4741,66057,SHIVA MA VI DHULIYABIT,SURKHET,20.6,50.9,32.5,35.4,41.9,36.5,50,50,0,1,16,4,21,29,42,3.68
4742,66058,NEPAL RASTRIYA MA VI BIRENDRANAGAR,SURKHET,28.1,54.9,39.1,33.4,48.9,47.2,61,61,0,11,16,2,29,32,47.5,10.15
4743,66059,SURKHET HORIZON ACADEMY BIRENDRANAGAR,SURKHET,57.7,61,55.4,39.8,55,50.4,9,9,0,5,4,0,9,0,100,49.62
4744,66062,ST.MARY'S CO .ED.BOARDING BIRENDRA NAGAR,SURKHET,56.1,56.2,57.9,42.9,49.5,48.8,13,13,0,9,4,0,13,0,100,51.4
4745,66063,JAN SIRJANA MA VI TATAPANI,SURKHET,22.9,39.1,17,23.5,33.9,36.5,31,31,0,0,4,0,4,27,12.9,-15.7
4746,67000,PRIVATE BANKE,BANKE,26.6,44.2,30.2,26.8,35.5,39.8,111,109,0,3,43,13,59,50,54.1,12.66
4747,67001,MANGAL PRASAD MA VI NEPALGUNJ,BANKE,25,47.3,21,28.2,39.3,38,154,154,0,9,25,2,36,118,23.4,-5.7
4748,67002,JANATA MA VI SANTAKUTI,BANKE,25.5,42.3,26.8,24,34.5,36.6,113,112,0,1,26,12,39,73,34.8,-0.41
4749,67003,NARAYAN MA VI NEPALGUNJ,BANKE,24.8,47.8,25,32.6,43.8,43.8,70,70,0,5,12,0,17,53,24.3,-6.38
4750,67004,MAHENDRA MA VI NEPALGUNJ,BANKE,25,46.4,32.1,32.1,38.6,42.9,95,93,0,9,27,1,37,56,39.8,4.72
4751,67005,SARASWATI MA VI NEPALGUNJ,BANKE,19.1,41.7,10,22.1,34.9,32.4,59,58,0,0,1,1,2,56,3.4,-21.76
4752,67006,MAHARAJA MA VI PURAINA,BANKE,13.6,34.3,12.7,20.7,28.3,30.6,39,38,0,0,2,0,2,36,5.3,-20.72
4753,67007,JANATA ADARSHA MA VI JABDAHAWA,BANKE,18.9,38.7,18.2,20.7,38.1,36.6,101,100,0,0,10,2,12,88,12,-15.21
4754,67008,TRIBHUVAN MA VI KOHALPUR,BANKE,22.2,44,25.6,31.1,35.5,34.3,255,254,0,13,60,12,85,169,33.5,2.55
4755,67009,ADARSHA MA VI BAGESWORI DIGAUN KHAJURA,BANKE,34.7,47.5,37.3,30.2,39.9,40.3,79,79,0,6,47,9,62,17,78.5,29.19
4756,67010,SHANKAR MA VI THAPAWA,BANKE,17.9,39.5,17.2,21.6,29.3,31.1,77,77,0,0,8,0,8,69,10.4,-16.52
4757,67011,BHUWAR BHAWANI MA VI BINAUNA,BANKE,17.9,40.9,25.7,23.8,37.9,39.6,52,51,0,0,10,1,11,39,21.6,-9.19
4758,67012,JANAKI MA VI KHAJURA,BANKE,19.6,40,22.2,31.9,35,34.7,37,36,0,0,9,2,11,25,30.6,-4.29
4759,67013,LAXMI MA VI MADUI,BANKE,18.6,40,30.6,23.8,30.5,45.3,48,48,0,4,7,0,11,36,22.9,-7.06
4760,67014,YUDDHA SANSKRIT MA VI NEPALGUNJ,BANKE,16.9,40.8,20.4,23.6,31.4,32.3,20,20,0,0,2,0,2,18,10,-17.87
4761,67015,MAITAHAWA MA VI CHANDRANAGAR,BANKE,21.6,44.2,33.7,39.3,36.1,32.2,69,69,0,6,18,0,24,45,34.8,0.88
4762,67016,ANATHALAYA GAUSIYA MA VI NEPALGUNJ,BANKE,14.5,32.7,12.6,19.2,24.4,32.2,31,31,0,0,2,0,2,29,6.5,-20.06
4763,67017,SURYODAYA MA VI CHISAPANI,BANKE,24.5,41.5,26.8,29.6,32.5,33.1,75,75,0,3,18,9,30,45,40,2.63
4764,67018,ANGELS HIGH SCHOOL GHARBARI TOLE,BANKE,62.7,55.4,70.6,53,59.1,52.2,62,62,9,52,1,0,62,0,100,58.4
4765,67019,JAYABAGESHWARI MA VI NEPALGUNJ,BANKE,50.4,55.7,74.6,59.6,54.2,47.8,72,72,5,63,3,0,71,1,98.6,55.9
4766,67020,ADARSHA MA VI RANJHA,BANKE,17.8,34.6,20.6,25.6,28.7,32.4,103,103,0,2,12,3,17,86,16.5,-11.97
4767,67021,FULTEKRA MA VI NEPALGANJ,BANKE,16.5,38.8,14.8,24.6,29.8,36,47,47,0,0,4,0,4,42,8.5,-17.83
4768,67022,MAHENDRA MA VI MATEHIYA,BANKE,15.1,25.4,12.5,14.3,27.2,29.7,55,53,0,0,4,0,4,49,7.5,-18.9
4769,67023,JANAKALYAN MA VI BADRIPUR,BANKE,22.5,39.7,14.7,19.6,33.6,32.3,99,97,0,0,9,0,9,88,9.3,-16.89
4770,67024,SIDDHESWAR MA VI SIDHANWA,BANKE,21.4,36.4,22.4,21.4,35.4,35,67,67,0,0,13,1,14,53,20.9,-9.78
4771,67025,GANESH MA VI DHAKARI,BANKE,18.2,39.4,17.1,24.8,35,31.2,50,50,0,0,6,2,8,42,16,-13.68
4772,67026,KUSUMESHWOR MA VI KUSHMA,BANKE,19.2,43.1,32.8,27.5,34.3,44,73,72,0,3,17,2,22,50,30.6,-2.79
4773,67027,SHIVA SHAKTI MA VI PARANI,BANKE,19.9,42.8,30.1,24.6,32.8,44.8,98,97,0,8,21,2,31,66,32,-0.78
4774,67028,MODERN PUBLIC ENGLISH BOARDING SCHOOL,BANKE,45.5,50.8,49.2,49.1,48.3,42.9,21,21,3,5,9,0,17,4,81,37.19
4775,67029,CHANDRA MEWALAL ENGLISH MI SCHOOL RANITALAWO,BANKE,47.1,41.6,48.8,45.3,51.8,45.8,24,24,0,12,9,0,21,3,87.5,40.77
4776,67030,YOGINI MA VI GOUGHAT,BANKE,28.7,51.4,40,44.3,38.7,33.7,46,46,0,7,26,0,33,12,71.7,26.74
4777,67031,PRABHAT MA VI ARONIKONAGAR,BANKE,21.8,38.7,22,25,32.8,33.9,113,110,0,1,26,3,30,80,27.3,-4.68
4778,67032,RAM MA VI BAIJANATHPUR,BANKE,14.9,34,14.8,23.2,32.1,35,109,108,0,0,8,2,10,98,9.3,-16.9
4779,67033,BRIGHTLAND HIGH SCHOOL SURKHET ROAD NEPALGUNJ,BANKE,62.7,53.8,68.1,51.3,61.9,48.6,56,56,3,51,2,0,56,0,100,56.51
4780,67034,RAM JANAKI BOARDING MA VI KOHALPUR,BANKE,50.4,55.9,62.3,48.3,57,58.4,65,65,3,58,4,0,65,0,100,56.24
4781,67035,BUDDHA ENGLISH MA VI DHAMBOJI,BANKE,52.4,53.8,73.2,61.2,47.2,50.2,25,25,2,22,1,0,25,0,100,56.31
4782,67036,SHUKRA MA VI GAUNFARKA,BANKE,21.8,43,40.8,44.1,33.3,32.7,52,52,0,5,15,0,20,32,38.5,3.15
4783,67037,SARASWATI MA VI BHAWANIYAPUR,BANKE,18.9,38.3,25.2,23.6,36.3,39,69,69,0,1,12,1,14,55,20.3,-9.97
4784,67038,ST.THOMAS ENGLISH MEDIUM SCHOOL DHAMBOJI NEPALGAN,BANKE,39.9,50.8,54.4,47.3,43.3,46.8,28,28,0,18,6,0,24,3,85.7,42.32
4785,67039,GYANJYOTI MA VI CHAPARGAUNDHI KOHALPUR,BANKE,18.9,41.1,24.6,30.1,38.2,42.7,101,100,1,5,17,0,23,77,23,-6.66
4786,67040,GYANODAYA MA VI KHAJURABAJAR,BANKE,38.7,55,42.6,34.4,45.6,43.4,143,143,3,35,82,10,130,13,90.9,42
4787,67041,WEST ZONE ENGLISH MEDIUM HIGH SCHOOL NEPALGUNJ,BANKE,64.5,56.2,70,52.8,61.5,49.4,36,36,5,30,0,0,35,1,97.2,55.78
4788,67042,SHAHID SMARAK MA VI KAMDI,BANKE,17.4,33.1,20.5,21.8,29.6,34,48,48,0,0,5,1,6,42,12.5,-15.88
4789,67043,BAL JYOTI ENGLISH MA VI KOHALPUR,BANKE,51.6,53.6,70.5,50.2,62.5,58.9,20,20,2,17,1,0,20,0,100,56.42
4790,67044,EVEREST SAINIK AWASIYA MA VI DHUMBOJHI,BANKE,41.7,38,50.7,40.8,44.4,39.8,15,15,0,3,11,0,14,1,93.3,40.79
4791,67046,A B C RESIDENTIAL HIGH SCHOOL GHARBRITOLE,BANKE,51.1,58.8,67,60.2,50.9,50.7,26,26,3,19,4,0,26,0,100,55.49
4792,67047,DEEP JYOTI VIDYASHRAM CHAPARGAUDI,BANKE,48.3,47.9,68.9,44,58.8,56.9,45,45,0,38,6,0,44,1,97.8,52.41
4793,67048,GORKHA UNITED PUBLIC SCHOOL RAJHENA,BANKE,55.1,55.8,83,59.4,66.6,60,25,25,13,12,0,0,25,0,100,64.14
4794,67049,GREEN PEACE SCHOOL KOHALPUR,BANKE,45.7,51.8,61.9,53.2,60,55.8,38,38,0,28,9,0,37,1,97.4,50.66
